# RFC1213-MIB list of identifiers (generated by smidump 0.4.3)

RFC1213-MIB DisplayString           type        
RFC1213-MIB PhysAddress             type        
HOST-RESOURCES-MIB hrSystemNumUsers              scalar       1.3.6.1.2.1.25.1.5
HOST-RESOURCES-MIB hrSystemProcesses             scalar       1.3.6.1.2.1.25.1.6
HOST-RESOURCES-MIB hrSystemMaxProcesses          scalar       1.3.6.1.2.1.25.1.7
HOST-RESOURCES-MIB hrStorage                     node         1.3.6.1.2.1.25.2
HOST-RESOURCES-MIB hrStorageTypes                node         1.3.6.1.2.1.25.2.1
HOST-RESOURCES-MIB hrMemorySize                  scalar       1.3.6.1.2.1.25.2.2
HOST-RESOURCES-MIB hrStorageTable                table        1.3.6.1.2.1.25.2.3
HOST-RESOURCES-MIB hrStorageEntry                row          1.3.6.1.2.1.25.2.3.1
HOST-RESOURCES-MIB hrStorageIndex                column       1.3.6.1.2.1.25.2.3.1.1
HOST-RESOURCES-MIB hrStorageType                 column       1.3.6.1.2.1.25.2.3.1.2
HOST-RESOURCES-MIB hrStorageDescr                column       1.3.6.1.2.1.25.2.3.1.3
HOST-RESOURCES-MIB hrStorageAllocationUnits      column       1.3.6.1.2.1.25.2.3.1.4
HOST-RESOURCES-MIB hrStorageSize                 column       1.3.6.1.2.1.25.2.3.1.5
HOST-RESOURCES-MIB hrStorageUsed                 column       1.3.6.1.2.1.25.2.3.1.6
HOST-RESOURCES-MIB hrStorageAllocationFailures   column       1.3.6.1.2.1.25.2.3.1.7
HOST-RESOURCES-MIB hrDevice                      node         1.3.6.1.2.1.25.3
HOST-RESOURCES-MIB hrDeviceTypes                 node         1.3.6.1.2.1.25.3.1
HOST-RESOURCES-MIB hrDeviceTable                 table        1.3.6.1.2.1.25.3.2
HOST-RESOURCES-MIB hrDeviceEntry                 row          1.3.6.1.2.1.25.3.2.1
HOST-RESOURCES-MIB hrDeviceIndex                 column       1.3.6.1.2.1.25.3.2.1.1
HOST-RESOURCES-MIB hrDeviceType                  column       1.3.6.1.2.1.25.3.2.1.2
HOST-RESOURCES-MIB hrDeviceDescr                 column       1.3.6.1.2.1.25.3.2.1.3
HOST-RESOURCES-MIB hrDeviceID                    column       1.3.6.1.2.1.25.3.2.1.4
HOST-RESOURCES-MIB hrDeviceStatus                column       1.3.6.1.2.1.25.3.2.1.5
HOST-RESOURCES-MIB hrDeviceErrors                column       1.3.6.1.2.1.25.3.2.1.6
HOST-RESOURCES-MIB hrProcessorTable              table        1.3.6.1.2.1.25.3.3
HOST-RESOURCES-MIB hrProcessorEntry              row          1.3.6.1.2.1.25.3.3.1
HOST-RESOURCES-MIB hrProcessorFrwID              column       1.3.6.1.2.1.25.3.3.1.1
HOST-RESOURCES-MIB hrProcessorLoad               column       1.3.6.1.2.1.25.3.3.1.2
HOST-RESOURCES-MIB hrNetworkTable                table        1.3.6.1.2.1.25.3.4
HOST-RESOURCES-MIB hrNetworkEntry                row          1.3.6.1.2.1.25.3.4.1
HOST-RESOURCES-MIB hrNetworkIfIndex              column       1.3.6.1.2.1.25.3.4.1.1
HOST-RESOURCES-MIB hrPrinterTable                table        1.3.6.1.2.1.25.3.5
HOST-RESOURCES-MIB hrPrinterEntry                row          1.3.6.1.2.1.25.3.5.1
HOST-RESOURCES-MIB hrPrinterStatus               column       1.3.6.1.2.1.25.3.5.1.1
HOST-RESOURCES-MIB hrPrinterDetectedErrorState   column       1.3.6.1.2.1.25.3.5.1.2
HOST-RESOURCES-MIB hrDiskStorageTable            table        1.3.6.1.2.1.25.3.6
HOST-RESOURCES-MIB hrDiskStorageEntry            row          1.3.6.1.2.1.25.3.6.1
HOST-RESOURCES-MIB hrDiskStorageAccess           column       1.3.6.1.2.1.25.3.6.1.1
HOST-RESOURCES-MIB hrDiskStorageMedia            column       1.3.6.1.2.1.25.3.6.1.2
HOST-RESOURCES-MIB hrDiskStorageRemoveble        column       1.3.6.1.2.1.25.3.6.1.3
HOST-RESOURCES-MIB hrDiskStorageCapacity         column       1.3.6.1.2.1.25.3.6.1.4
HOST-RESOURCES-MIB hrPartitionTable              table        1.3.6.1.2.1.25.3.7
HOST-RESOURCES-MIB hrPartitionEntry              row          1.3.6.1.2.1.25.3.7.1
HOST-RESOURCES-MIB hrPartitionIndex              column       1.3.6.1.2.1.25.3.7.1.1
HOST-RESOURCES-MIB hrPartitionLabel              column       1.3.6.1.2.1.25.3.7.1.2
HOST-RESOURCES-MIB hrPartitionID                 column       1.3.6.1.2.1.25.3.7.1.3
HOST-RESOURCES-MIB hrPartitionSize               column       1.3.6.1.2.1.25.3.7.1.4
HOST-RESOURCES-MIB hrPartitionFSIndex            column       1.3.6.1.2.1.25.3.7.1.5
HOST-RESOURCES-MIB hrFSTable                     table        1.3.6.1.2.1.25.3.8
HOST-RESOURCES-MIB hrFSEntry                     row          1.3.6.1.2.1.25.3.8.1
HOST-RESOURCES-MIB hrFSIndex                     column       1.3.6.1.2.1.25.3.8.1.1
HOST-RESOURCES-MIB hrFSMountPoint                column       1.3.6.1.2.1.25.3.8.1.2
HOST-RESOURCES-MIB hrFSRemoteMountPoint          column       1.3.6.1.2.1.25.3.8.1.3
HOST-RESOURCES-MIB hrFSType                      column       1.3.6.1.2.1.25.3.8.1.4
HOST-RESOURCES-MIB hrFSAccess                    column       1.3.6.1.2.1.25.3.8.1.5
HOST-RESOURCES-MIB hrFSBootable                  column       1.3.6.1.2.1.25.3.8.1.6
HOST-RESOURCES-MIB hrFSStorageIndex              column       1.3.6.1.2.1.25.3.8.1.7
HOST-RESOURCES-MIB hrFSLastFullBackupDate        column       1.3.6.1.2.1.25.3.8.1.8
HOST-RESOURCES-MIB hrFSLastPartialBackupDate     column       1.3.6.1.2.1.25.3.8.1.9
HOST-RESOURCES-MIB hrFSTypes                     node         1.3.6.1.2.1.25.3.9
HOST-RESOURCES-MIB hrSWRun                       node         1.3.6.1.2.1.25.4
HOST-RESOURCES-MIB hrSWOSIndex                   scalar       1.3.6.1.2.1.25.4.1
HOST-RESOURCES-MIB hrSWRunTable                  table        1.3.6.1.2.1.25.4.2
HOST-RESOURCES-MIB hrSWRunEntry                  row          1.3.6.1.2.1.25.4.2.1
HOST-RESOURCES-MIB hrSWRunIndex                  column       1.3.6.1.2.1.25.4.2.1.1
HOST-RESOURCES-MIB hrSWRunName                   column       1.3.6.1.2.1.25.4.2.1.2
HOST-RESOURCES-MIB hrSWRunID                     column       1.3.6.1.2.1.25.4.2.1.3
HOST-RESOURCES-MIB hrSWRunPath                   column       1.3.6.1.2.1.25.4.2.1.4
HOST-RESOURCES-MIB hrSWRunParameters             column       1.3.6.1.2.1.25.4.2.1.5
HOST-RESOURCES-MIB hrSWRunType                   column       1.3.6.1.2.1.25.4.2.1.6
HOST-RESOURCES-MIB hrSWRunStatus                 column       1.3.6.1.2.1.25.4.2.1.7
HOST-RESOURCES-MIB hrSWRunPerf                   node         1.3.6.1.2.1.25.5
HOST-RESOURCES-MIB hrSWRunPerfTable              table        1.3.6.1.2.1.25.5.1
HOST-RESOURCES-MIB hrSWRunPerfEntry              row          1.3.6.1.2.1.25.5.1.1
HOST-RESOURCES-MIB hrSWRunPerfCPU                column       1.3.6.1.2.1.25.5.1.1.1
HOST-RESOURCES-MIB hrSWRunPerfMem                column       1.3.6.1.2.1.25.5.1.1.2
HOST-RESOURCES-MIB hrSWInstalled                 node         1.3.6.1.2.1.25.6
HOST-RESOURCES-MIB hrSWInstalledLastChange       scalar       1.3.6.1.2.1.25.6.1
HOST-RESOURCES-MIB hrSWInstalledLastUpdateTime   scalar       1.3.6.1.2.1.25.6.2
HOST-RESOURCES-MIB hrSWInstalledTable            table        1.3.6.1.2.1.25.6.3
HOST-RESOURCES-MIB hrSWInstalledEntry            row          1.3.6.1.2.1.25.6.3.1
HOST-RESOURCES-MIB hrSWInstalledIndex            column       1.3.6.1.2.1.25.6.3.1.1
HOST-RESOURCES-MIB hrSWInstalledName             column       1.3.6.1.2.1.25.6.3.1.2
HOST-RESOURCES-MIB hrSWInstalledID               column       1.3.6.1.2.1.25.6.3.1.3
HOST-RESOURCES-MIB hrSWInstalledType             column       1.3.6.1.2.1.25.6.3.1.4
HOST-RESOURCES-MIB hrSWInstalledDate             column       1.3.6.1.2.1.25.6.3.1.5
HOST-RESOURCES-MIB hrMIBAdminInfo                node         1.3.6.1.2.1.25.7
HOST-RESOURCES-MIB hostResourcesMibModule        node         1.3.6.1.2.1.25.7.1
HOST-RESOURCES-MIB hrMIBCompliances              node         1.3.6.1.2.1.25.7.2
HOST-RESOURCES-MIB hrMIBGroups                   node         1.3.6.1.2.1.25.7.3
# Printer-MIB list of identifiers (generated by smidump 0.4.3)

Printer-MIB PrtMediaUnitTC                     type        
Printer-MIB MediaUnit                          type        
Printer-MIB PrtCapacityUnitTC                  type        
Printer-MIB CapacityUnit                       type        
Printer-MIB PrtPrintOrientationTC              type        
Printer-MIB PrtSubUnitStatusTC                 type        
Printer-MIB SubUnitStatus                      type        
Printer-MIB PresentOnOff                       type        
Printer-MIB PrtLocalizedDescriptionStringTC    type        
Printer-MIB PrtConsoleDescriptionStringTC      type        
Printer-MIB CodedCharSet                       type        
Printer-MIB PrtChannelStateTC                  type        
Printer-MIB PrtOutputStackingOrderTC           type        
Printer-MIB PrtOutputPageDeliveryOrientationTC type        
Printer-MIB PrtMarkerCounterUnitTC             type        
Printer-MIB PrtMarkerSuppliesSupplyUnitTC      type        
Printer-MIB PrtMarkerSuppliesClassTC           type        
Printer-MIB PrtMarkerColorantRoleTC            type        
Printer-MIB PrtMarkerAddressabilityUnitTC      type        
Printer-MIB PrtMediaPathMaxSpeedPrintUnitTC    type        
Printer-MIB PrtInterpreterTwoWayTC             type        
Printer-MIB PrtAlertSeverityLevelTC            type        
Printer-MIB printmib                           node         1.3.6.1.2.1.43
Printer-MIB prtMIBConformance                  node         1.3.6.1.2.1.43.2
Printer-MIB prtMIBGroups                       node         1.3.6.1.2.1.43.2.2
Printer-MIB prtMIB2Groups                      node         1.3.6.1.2.1.43.2.4
Printer-MIB prtGeneral                         node         1.3.6.1.2.1.43.5
Printer-MIB prtGeneralTable                    table        1.3.6.1.2.1.43.5.1
Printer-MIB prtGeneralEntry                    row          1.3.6.1.2.1.43.5.1.1
Printer-MIB prtGeneralConfigChanges            column       1.3.6.1.2.1.43.5.1.1.1
Printer-MIB prtGeneralCurrentLocalization      column       1.3.6.1.2.1.43.5.1.1.2
Printer-MIB prtGeneralReset                    column       1.3.6.1.2.1.43.5.1.1.3
Printer-MIB prtGeneralCurrentOperator          column       1.3.6.1.2.1.43.5.1.1.4
Printer-MIB prtGeneralServicePerson            column       1.3.6.1.2.1.43.5.1.1.5
Printer-MIB prtInputDefaultIndex               column       1.3.6.1.2.1.43.5.1.1.6
Printer-MIB prtOutputDefaultIndex              column       1.3.6.1.2.1.43.5.1.1.7
Printer-MIB prtMarkerDefaultIndex              column       1.3.6.1.2.1.43.5.1.1.8
Printer-MIB prtMediaPathDefaultIndex           column       1.3.6.1.2.1.43.5.1.1.9
Printer-MIB prtConsoleLocalization             column       1.3.6.1.2.1.43.5.1.1.10
Printer-MIB prtConsoleNumberOfDisplayLines     column       1.3.6.1.2.1.43.5.1.1.11
Printer-MIB prtConsoleNumberOfDisplayChars     column       1.3.6.1.2.1.43.5.1.1.12
Printer-MIB prtConsoleDisable                  column       1.3.6.1.2.1.43.5.1.1.13
Printer-MIB prtAuxiliarySheetStartupPage       column       1.3.6.1.2.1.43.5.1.1.14
Printer-MIB prtAuxiliarySheetBannerPage        column       1.3.6.1.2.1.43.5.1.1.15
Printer-MIB prtGeneralPrinterName              column       1.3.6.1.2.1.43.5.1.1.16
Printer-MIB prtGeneralSerialNumber             column       1.3.6.1.2.1.43.5.1.1.17
Printer-MIB prtAlertCriticalEvents             column       1.3.6.1.2.1.43.5.1.1.18
Printer-MIB prtAlertAllEvents                  column       1.3.6.1.2.1.43.5.1.1.19
Printer-MIB prtStorageRefTable                 table        1.3.6.1.2.1.43.5.2
Printer-MIB prtStorageRefEntry                 row          1.3.6.1.2.1.43.5.2.1
Printer-MIB prtStorageRefSeqNumber             column       1.3.6.1.2.1.43.5.2.1.1
Printer-MIB prtStorageRefIndex                 column       1.3.6.1.2.1.43.5.2.1.2
Printer-MIB prtDeviceRefTable                  table        1.3.6.1.2.1.43.5.3
Printer-MIB prtDeviceRefEntry                  row          1.3.6.1.2.1.43.5.3.1
Printer-MIB prtDeviceRefSeqNumber              column       1.3.6.1.2.1.43.5.3.1.1
Printer-MIB prtDeviceRefIndex                  column       1.3.6.1.2.1.43.5.3.1.2
Printer-MIB prtCover                           node         1.3.6.1.2.1.43.6
Printer-MIB prtCoverTable                      table        1.3.6.1.2.1.43.6.1
Printer-MIB prtCoverEntry                      row          1.3.6.1.2.1.43.6.1.1
Printer-MIB prtCoverIndex                      column       1.3.6.1.2.1.43.6.1.1.1
Printer-MIB prtCoverDescription                column       1.3.6.1.2.1.43.6.1.1.2
Printer-MIB prtCoverStatus                     column       1.3.6.1.2.1.43.6.1.1.3
Printer-MIB prtLocalization                    node         1.3.6.1.2.1.43.7
Printer-MIB prtLocalizationTable               table        1.3.6.1.2.1.43.7.1
Printer-MIB prtLocalizationEntry               row          1.3.6.1.2.1.43.7.1.1
Printer-MIB prtLocalizationIndex               column       1.3.6.1.2.1.43.7.1.1.1
Printer-MIB prtLocalizationLanguage            column       1.3.6.1.2.1.43.7.1.1.2
Printer-MIB prtLocalizationCountry             column       1.3.6.1.2.1.43.7.1.1.3
Printer-MIB prtLocalizationCharacterSet        column       1.3.6.1.2.1.43.7.1.1.4
Printer-MIB prtInput                           node         1.3.6.1.2.1.43.8
Printer-MIB prtInputTable                      table        1.3.6.1.2.1.43.8.2
Printer-MIB prtInputEntry                      row          1.3.6.1.2.1.43.8.2.1
Printer-MIB prtInputIndex                      column       1.3.6.1.2.1.43.8.2.1.1
Printer-MIB prtInputType                       column       1.3.6.1.2.1.43.8.2.1.2
Printer-MIB prtInputDimUnit                    column       1.3.6.1.2.1.43.8.2.1.3
Printer-MIB prtInputMediaDimFeedDirDeclared    column       1.3.6.1.2.1.43.8.2.1.4
Printer-MIB prtInputMediaDimXFeedDirDeclared   column       1.3.6.1.2.1.43.8.2.1.5
Printer-MIB prtInputMediaDimFeedDirChosen      column       1.3.6.1.2.1.43.8.2.1.6
Printer-MIB prtInputMediaDimXFeedDirChosen     column       1.3.6.1.2.1.43.8.2.1.7
Printer-MIB prtInputCapacityUnit               column       1.3.6.1.2.1.43.8.2.1.8
Printer-MIB prtInputMaxCapacity                column       1.3.6.1.2.1.43.8.2.1.9
Printer-MIB prtInputCurrentLevel               column       1.3.6.1.2.1.43.8.2.1.10
Printer-MIB prtInputStatus                     column       1.3.6.1.2.1.43.8.2.1.11
Printer-MIB prtInputMediaName                  column       1.3.6.1.2.1.43.8.2.1.12
Printer-MIB prtInputName                       column       1.3.6.1.2.1.43.8.2.1.13
Printer-MIB prtInputVendorName                 column       1.3.6.1.2.1.43.8.2.1.14
Printer-MIB prtInputModel                      column       1.3.6.1.2.1.43.8.2.1.15
Printer-MIB prtInputVersion                    column       1.3.6.1.2.1.43.8.2.1.16
Printer-MIB prtInputSerialNumber               column       1.3.6.1.2.1.43.8.2.1.17
Printer-MIB prtInputDescription                column       1.3.6.1.2.1.43.8.2.1.18
Printer-MIB prtInputSecurity                   column       1.3.6.1.2.1.43.8.2.1.19
Printer-MIB prtInputMediaWeight                column       1.3.6.1.2.1.43.8.2.1.20
Printer-MIB prtInputMediaType                  column       1.3.6.1.2.1.43.8.2.1.21
Printer-MIB prtInputMediaColor                 column       1.3.6.1.2.1.43.8.2.1.22
Printer-MIB prtInputMediaFormParts             column       1.3.6.1.2.1.43.8.2.1.23
Printer-MIB prtInputMediaLoadTimeout           column       1.3.6.1.2.1.43.8.2.1.24
Printer-MIB prtInputNextIndex                  column       1.3.6.1.2.1.43.8.2.1.25
Printer-MIB prtOutput                          node         1.3.6.1.2.1.43.9
Printer-MIB prtOutputTable                     table        1.3.6.1.2.1.43.9.2
Printer-MIB prtOutputEntry                     row          1.3.6.1.2.1.43.9.2.1
Printer-MIB prtOutputIndex                     column       1.3.6.1.2.1.43.9.2.1.1
Printer-MIB prtOutputType                      column       1.3.6.1.2.1.43.9.2.1.2
Printer-MIB prtOutputCapacityUnit              column       1.3.6.1.2.1.43.9.2.1.3
Printer-MIB prtOutputMaxCapacity               column       1.3.6.1.2.1.43.9.2.1.4
Printer-MIB prtOutputRemainingCapacity         column       1.3.6.1.2.1.43.9.2.1.5
Printer-MIB prtOutputStatus                    column       1.3.6.1.2.1.43.9.2.1.6
Printer-MIB prtOutputName                      column       1.3.6.1.2.1.43.9.2.1.7
Printer-MIB prtOutputVendorName                column       1.3.6.1.2.1.43.9.2.1.8
Printer-MIB prtOutputModel                     column       1.3.6.1.2.1.43.9.2.1.9
Printer-MIB prtOutputVersion                   column       1.3.6.1.2.1.43.9.2.1.10
Printer-MIB prtOutputSerialNumber              column       1.3.6.1.2.1.43.9.2.1.11
Printer-MIB prtOutputDescription               column       1.3.6.1.2.1.43.9.2.1.12
Printer-MIB prtOutputSecurity                  column       1.3.6.1.2.1.43.9.2.1.13
Printer-MIB prtOutputDimUnit                   column       1.3.6.1.2.1.43.9.2.1.14
Printer-MIB prtOutputMaxDimFeedDir             column       1.3.6.1.2.1.43.9.2.1.15
Printer-MIB prtOutputMaxDimXFeedDir            column       1.3.6.1.2.1.43.9.2.1.16
Printer-MIB prtOutputMinDimFeedDir             column       1.3.6.1.2.1.43.9.2.1.17
Printer-MIB prtOutputMinDimXFeedDir            column       1.3.6.1.2.1.43.9.2.1.18
Printer-MIB prtOutputStackingOrder             column       1.3.6.1.2.1.43.9.2.1.19
Printer-MIB prtOutputPageDeliveryOrientation   column       1.3.6.1.2.1.43.9.2.1.20
Printer-MIB prtOutputBursting                  column       1.3.6.1.2.1.43.9.2.1.21
Printer-MIB prtOutputDecollating               column       1.3.6.1.2.1.43.9.2.1.22
Printer-MIB prtOutputPageCollated              column       1.3.6.1.2.1.43.9.2.1.23
Printer-MIB prtOutputOffsetStacking            column       1.3.6.1.2.1.43.9.2.1.24
Printer-MIB prtMarker                          node         1.3.6.1.2.1.43.10
Printer-MIB prtMarkerTable                     table        1.3.6.1.2.1.43.10.2
Printer-MIB prtMarkerEntry                     row          1.3.6.1.2.1.43.10.2.1
Printer-MIB prtMarkerIndex                     column       1.3.6.1.2.1.43.10.2.1.1
Printer-MIB prtMarkerMarkTech                  column       1.3.6.1.2.1.43.10.2.1.2
Printer-MIB prtMarkerCounterUnit               column       1.3.6.1.2.1.43.10.2.1.3
Printer-MIB prtMarkerLifeCount                 column       1.3.6.1.2.1.43.10.2.1.4
Printer-MIB prtMarkerPowerOnCount              column       1.3.6.1.2.1.43.10.2.1.5
Printer-MIB prtMarkerProcessColorants          column       1.3.6.1.2.1.43.10.2.1.6
Printer-MIB prtMarkerSpotColorants             column       1.3.6.1.2.1.43.10.2.1.7
Printer-MIB prtMarkerAddressabilityUnit        column       1.3.6.1.2.1.43.10.2.1.8
Printer-MIB prtMarkerAddressabilityFeedDir     column       1.3.6.1.2.1.43.10.2.1.9
Printer-MIB prtMarkerAddressabilityXFeedDir    column       1.3.6.1.2.1.43.10.2.1.10
Printer-MIB prtMarkerNorthMargin               column       1.3.6.1.2.1.43.10.2.1.11
Printer-MIB prtMarkerSouthMargin               column       1.3.6.1.2.1.43.10.2.1.12
Printer-MIB prtMarkerWestMargin                column       1.3.6.1.2.1.43.10.2.1.13
Printer-MIB prtMarkerEastMargin                column       1.3.6.1.2.1.43.10.2.1.14
Printer-MIB prtMarkerStatus                    column       1.3.6.1.2.1.43.10.2.1.15
Printer-MIB prtMarkerSupplies                  node         1.3.6.1.2.1.43.11
Printer-MIB prtMarkerSuppliesTable             table        1.3.6.1.2.1.43.11.1
Printer-MIB prtMarkerSuppliesEntry             row          1.3.6.1.2.1.43.11.1.1
Printer-MIB prtMarkerSuppliesIndex             column       1.3.6.1.2.1.43.11.1.1.1
Printer-MIB prtMarkerSuppliesMarkerIndex       column       1.3.6.1.2.1.43.11.1.1.2
Printer-MIB prtMarkerSuppliesColorantIndex     column       1.3.6.1.2.1.43.11.1.1.3
Printer-MIB prtMarkerSuppliesClass             column       1.3.6.1.2.1.43.11.1.1.4
Printer-MIB prtMarkerSuppliesType              column       1.3.6.1.2.1.43.11.1.1.5
Printer-MIB prtMarkerSuppliesDescription       column       1.3.6.1.2.1.43.11.1.1.6
Printer-MIB prtMarkerSuppliesSupplyUnit        column       1.3.6.1.2.1.43.11.1.1.7
Printer-MIB prtMarkerSuppliesMaxCapacity       column       1.3.6.1.2.1.43.11.1.1.8
Printer-MIB prtMarkerSuppliesLevel             column       1.3.6.1.2.1.43.11.1.1.9
Printer-MIB prtMarkerColorant                  node         1.3.6.1.2.1.43.12
Printer-MIB prtMarkerColorantTable             table        1.3.6.1.2.1.43.12.1
Printer-MIB prtMarkerColorantEntry             row          1.3.6.1.2.1.43.12.1.1
Printer-MIB prtMarkerColorantIndex             column       1.3.6.1.2.1.43.12.1.1.1
Printer-MIB prtMarkerColorantMarkerIndex       column       1.3.6.1.2.1.43.12.1.1.2
Printer-MIB prtMarkerColorantRole              column       1.3.6.1.2.1.43.12.1.1.3
Printer-MIB prtMarkerColorantValue             column       1.3.6.1.2.1.43.12.1.1.4
Printer-MIB prtMarkerColorantTonality          column       1.3.6.1.2.1.43.12.1.1.5
Printer-MIB prtMediaPath                       node         1.3.6.1.2.1.43.13
Printer-MIB prtMediaPathTable                  table        1.3.6.1.2.1.43.13.4
Printer-MIB prtMediaPathEntry                  row          1.3.6.1.2.1.43.13.4.1
Printer-MIB prtMediaPathIndex                  column       1.3.6.1.2.1.43.13.4.1.1
Printer-MIB prtMediaPathMaxSpeedPrintUnit      column       1.3.6.1.2.1.43.13.4.1.2
Printer-MIB prtMediaPathMediaSizeUnit          column       1.3.6.1.2.1.43.13.4.1.3
Printer-MIB prtMediaPathMaxSpeed               column       1.3.6.1.2.1.43.13.4.1.4
Printer-MIB prtMediaPathMaxMediaFeedDir        column       1.3.6.1.2.1.43.13.4.1.5
Printer-MIB prtMediaPathMaxMediaXFeedDir       column       1.3.6.1.2.1.43.13.4.1.6
Printer-MIB prtMediaPathMinMediaFeedDir        column       1.3.6.1.2.1.43.13.4.1.7
Printer-MIB prtMediaPathMinMediaXFeedDir       column       1.3.6.1.2.1.43.13.4.1.8
Printer-MIB prtMediaPathType                   column       1.3.6.1.2.1.43.13.4.1.9
Printer-MIB prtMediaPathDescription            column       1.3.6.1.2.1.43.13.4.1.10
Printer-MIB prtMediaPathStatus                 column       1.3.6.1.2.1.43.13.4.1.11
Printer-MIB prtChannel                         node         1.3.6.1.2.1.43.14
Printer-MIB prtChannelTable                    table        1.3.6.1.2.1.43.14.1
Printer-MIB prtChannelEntry                    row          1.3.6.1.2.1.43.14.1.1
Printer-MIB prtChannelIndex                    column       1.3.6.1.2.1.43.14.1.1.1
Printer-MIB prtChannelType                     column       1.3.6.1.2.1.43.14.1.1.2
Printer-MIB prtChannelProtocolVersion          column       1.3.6.1.2.1.43.14.1.1.3
Printer-MIB prtChannelCurrentJobCntlLangIndex  column       1.3.6.1.2.1.43.14.1.1.4
Printer-MIB prtChannelDefaultPageDescLangIndex column       1.3.6.1.2.1.43.14.1.1.5
Printer-MIB prtChannelState                    column       1.3.6.1.2.1.43.14.1.1.6
Printer-MIB prtChannelIfIndex                  column       1.3.6.1.2.1.43.14.1.1.7
Printer-MIB prtChannelStatus                   column       1.3.6.1.2.1.43.14.1.1.8
Printer-MIB prtChannelInformation              column       1.3.6.1.2.1.43.14.1.1.9
Printer-MIB prtInterpreter                     node         1.3.6.1.2.1.43.15
Printer-MIB prtInterpreterTable                table        1.3.6.1.2.1.43.15.1
Printer-MIB prtInterpreterEntry                row          1.3.6.1.2.1.43.15.1.1
Printer-MIB prtInterpreterIndex                column       1.3.6.1.2.1.43.15.1.1.1
Printer-MIB prtInterpreterLangFamily           column       1.3.6.1.2.1.43.15.1.1.2
Printer-MIB prtInterpreterLangLevel            column       1.3.6.1.2.1.43.15.1.1.3
Printer-MIB prtInterpreterLangVersion          column       1.3.6.1.2.1.43.15.1.1.4
Printer-MIB prtInterpreterDescription          column       1.3.6.1.2.1.43.15.1.1.5
Printer-MIB prtInterpreterVersion              column       1.3.6.1.2.1.43.15.1.1.6
Printer-MIB prtInterpreterDefaultOrientation   column       1.3.6.1.2.1.43.15.1.1.7
Printer-MIB prtInterpreterFeedAddressability   column       1.3.6.1.2.1.43.15.1.1.8
Printer-MIB prtInterpreterXFeedAddressability  column       1.3.6.1.2.1.43.15.1.1.9
Printer-MIB prtInterpreterDefaultCharSetIn     column       1.3.6.1.2.1.43.15.1.1.10
Printer-MIB prtInterpreterDefaultCharSetOut    column       1.3.6.1.2.1.43.15.1.1.11
Printer-MIB prtInterpreterTwoWay               column       1.3.6.1.2.1.43.15.1.1.12
Printer-MIB prtConsoleDisplayBuffer            node         1.3.6.1.2.1.43.16
Printer-MIB prtConsoleDisplayBufferTable       table        1.3.6.1.2.1.43.16.5
Printer-MIB prtConsoleDisplayBufferEntry       row          1.3.6.1.2.1.43.16.5.1
Printer-MIB prtConsoleDisplayBufferIndex       column       1.3.6.1.2.1.43.16.5.1.1
Printer-MIB prtConsoleDisplayBufferText        column       1.3.6.1.2.1.43.16.5.1.2
Printer-MIB prtConsoleLights                   node         1.3.6.1.2.1.43.17
Printer-MIB prtConsoleLightTable               table        1.3.6.1.2.1.43.17.6
Printer-MIB prtConsoleLightEntry               row          1.3.6.1.2.1.43.17.6.1
Printer-MIB prtConsoleLightIndex               column       1.3.6.1.2.1.43.17.6.1.1
Printer-MIB prtConsoleOnTime                   column       1.3.6.1.2.1.43.17.6.1.2
Printer-MIB prtConsoleOffTime                  column       1.3.6.1.2.1.43.17.6.1.3
Printer-MIB prtConsoleColor                    column       1.3.6.1.2.1.43.17.6.1.4
Printer-MIB prtConsoleDescription              column       1.3.6.1.2.1.43.17.6.1.5
Printer-MIB prtAlert                           node         1.3.6.1.2.1.43.18
Printer-MIB prtAlertTable                      table        1.3.6.1.2.1.43.18.1
Printer-MIB prtAlertEntry                      row          1.3.6.1.2.1.43.18.1.1
Printer-MIB prtAlertIndex                      column       1.3.6.1.2.1.43.18.1.1.1
Printer-MIB prtAlertSeverityLevel              column       1.3.6.1.2.1.43.18.1.1.2
Printer-MIB prtAlertTrainingLevel              column       1.3.6.1.2.1.43.18.1.1.3
Printer-MIB prtAlertGroup                      column       1.3.6.1.2.1.43.18.1.1.4
Printer-MIB prtAlertGroupIndex                 column       1.3.6.1.2.1.43.18.1.1.5
Printer-MIB prtAlertLocation                   column       1.3.6.1.2.1.43.18.1.1.6
Printer-MIB prtAlertCode                       column       1.3.6.1.2.1.43.18.1.1.7
Printer-MIB prtAlertDescription                column       1.3.6.1.2.1.43.18.1.1.8
Printer-MIB prtAlertTime                       column       1.3.6.1.2.1.43.18.1.1.9
Printer-MIB printerV1Alert                     node         1.3.6.1.2.1.43.18.2
Printer-MIB printerV2AlertPrefix               node         1.3.6.1.2.1.43.18.2.0
Printer-MIB printerV2Alert                     notification 1.3.6.1.2.1.43.18.2.0.1
# ENTITY-MIB list of identifiers (generated by smidump 0.4.3)

ENTITY-MIB PhysicalIndex              type        
ENTITY-MIB PhysicalClass              type        
ENTITY-MIB SnmpEngineIdOrNone         type        
ENTITY-MIB entityMIB                  node         1.3.6.1.2.1.47
ENTITY-MIB entityMIBObjects           node         1.3.6.1.2.1.47.1
ENTITY-MIB entityPhysical             node         1.3.6.1.2.1.47.1.1
